code,date,close
600036,2021-06-30 00:00:00,45.2585
600036,2021-07-01 00:00:00,46.7702
600036,2021-07-02 00:00:00,44.3064
600036,2021-07-05 00:00:00,44.2145
600036,2021-07-06 00:00:00,44.7156
600036,2021-07-07 00:00:00,44.6237
600036,2021-07-08 00:00:00,42.0514
600036,2021-07-09 00:00:00,41.6755
600036,2021-07-12 00:00:00,42.0931
600036,2021-07-13 00:00:00,42.7980
600036,2021-07-14 00:00:00,41.9244
600036,2021-07-15 00:00:00,43.7230
600036,2021-07-16 00:00:00,43.6802
600036,2021-07-19 00:00:00,43.5346
600036,2021-07-20 00:00:00,42.7466
600036,2021-07-21 00:00:00,42.5668
600036,2021-07-22 00:00:00,43.0378
600036,2021-07-23 00:00:00,42.8665
600036,2021-07-26 00:00:00,40.8538
600036,2021-07-27 00:00:00,39.5434
600036,2021-07-28 00:00:00,40.6568
600036,2021-07-29 00:00:00,41.0679
600036,2021-07-30 00:00:00,39.8261
600036,2021-08-02 00:00:00,40.8624
600036,2021-08-03 00:00:00,40.7596
600036,2021-08-04 00:00:00,40.2543
600036,2021-08-05 00:00:00,40.0402
600036,2021-08-06 00:00:00,40.7596
600036,2021-08-09 00:00:00,42.0186
600036,2021-08-10 00:00:00,43.0036
600036,2021-08-11 00:00:00,43.5945
600036,2021-08-12 00:00:00,43.4061
600036,2021-08-13 00:00:00,43.8344
600036,2021-08-16 00:00:00,43.5688
600036,2021-08-17 00:00:00,42.4983
600036,2021-08-18 00:00:00,45.5130
600036,2021-08-19 00:00:00,44.1769
600036,2021-08-20 00:00:00,43.7059
600036,2021-08-23 00:00:00,44.4425
600036,2021-08-24 00:00:00,44.7080
600036,2021-08-25 00:00:00,44.0485
600036,2021-08-26 00:00:00,42.4811
600036,2021-08-27 00:00:00,43.1235
600036,2021-08-30 00:00:00,41.4962
600036,2021-08-31 00:00:00,41.9330
600036,2021-09-01 00:00:00,43.5003
600036,2021-09-02 00:00:00,44.1941
600036,2021-09-03 00:00:00,44.5367
600036,2021-09-06 00:00:00,43.8515
600036,2021-09-07 00:00:00,45.2304
600036,2021-09-08 00:00:00,44.8878
600036,2021-09-09 00:00:00,44.6223
600036,2021-09-10 00:00:00,46.3524
600036,2021-09-13 00:00:00,46.1811
600036,2021-09-14 00:00:00,44.6223
600036,2021-09-15 00:00:00,44.0228
600036,2021-09-16 00:00:00,43.4232
600036,2021-09-17 00:00:00,43.8943
600036,2021-09-22 00:00:00,42.3184
600036,2021-09-23 00:00:00,41.8302
600036,2021-09-24 00:00:00,41.7703
600036,2021-09-27 00:00:00,42.0443
600036,2021-09-28 00:00:00,43.1834
600036,2021-09-29 00:00:00,44.1598
600036,2021-09-30 00:00:00,43.2091
600036,2021-10-08 00:00:00,43.6202
600036,2021-10-11 00:00:00,45.3931
600036,2021-10-12 00:00:00,45.4702
600036,2021-10-13 00:00:00,45.4188
600036,2021-10-14 00:00:00,44.8450
600036,2021-10-15 00:00:00,45.6586
600036,2021-10-18 00:00:00,44.4168
600036,2021-10-19 00:00:00,45.2904
600036,2021-10-20 00:00:00,44.8793
600036,2021-10-21 00:00:00,46.0355
600036,2021-10-22 00:00:00,46.4980
600036,2021-10-25 00:00:00,46.7549
600036,2021-10-26 00:00:00,47.3630
600036,2021-10-27 00:00:00,46.6950
600036,2021-10-28 00:00:00,46.4380
600036,2021-10-29 00:00:00,46.2239
600036,2021-11-01 00:00:00,46.3524
600036,2021-11-02 00:00:00,44.7508
600036,2021-11-03 00:00:00,44.2797
600036,2021-11-04 00:00:00,44.3225
600036,2021-11-05 00:00:00,44.1598
600036,2021-11-08 00:00:00,43.9371
600036,2021-11-09 00:00:00,43.7316
600036,2021-11-10 00:00:00,43.3633
600036,2021-11-11 00:00:00,45.2390
600036,2021-11-12 00:00:00,44.8793
600036,2021-11-15 00:00:00,45.3332
600036,2021-11-16 00:00:00,44.9649
600036,2021-11-17 00:00:00,44.3996
600036,2021-11-18 00:00:00,44.0313
600036,2021-11-19 00:00:00,44.8193
600036,2021-11-22 00:00:00,44.2712
600036,2021-11-23 00:00:00,44.3225
600036,2021-11-24 00:00:00,44.3140
600036,2021-11-25 00:00:00,44.0399
600036,2021-11-26 00:00:00,42.9094
600036,2021-11-29 00:00:00,42.6696
600036,2021-11-30 00:00:00,42.3869
600036,2021-12-01 00:00:00,42.8152
600036,2021-12-02 00:00:00,43.5860
600036,2021-12-03 00:00:00,43.8943
600036,2021-12-06 00:00:00,44.3825
600036,2021-12-07 00:00:00,44.3996
600036,2021-12-08 00:00:00,44.5709
600036,2021-12-09 00:00:00,45.5045
600036,2021-12-10 00:00:00,45.8128
600036,2021-12-13 00:00:00,44.8964
600036,2021-12-14 00:00:00,43.8087
600036,2021-12-15 00:00:00,43.6802
600036,2021-12-16 00:00:00,43.8515
600036,2021-12-17 00:00:00,43.4832
600036,2021-12-20 00:00:00,43.4147
600036,2021-12-21 00:00:00,43.3633
600036,2021-12-22 00:00:00,42.8323
600036,2021-12-23 00:00:00,43.0121
600036,2021-12-24 00:00:00,42.7038
600036,2021-12-27 00:00:00,42.2499
600036,2021-12-28 00:00:00,42.5068
600036,2021-12-29 00:00:00,40.7853
600036,2021-12-30 00:00:00,41.5390
600036,2021-12-31 00:00:00,41.7189
600036,2022-01-04 00:00:00,41.4105
600036,2022-01-05 00:00:00,42.0101
600036,2022-01-06 00:00:00,41.2392
600036,2022-01-07 00:00:00,42.0101
600036,2022-01-10 00:00:00,42.1642
600036,2022-01-11 00:00:00,42.6952
600036,2022-01-12 00:00:00,42.6182
600036,2022-01-13 00:00:00,42.2584
600036,2022-01-14 00:00:00,41.1279
600036,2022-01-17 00:00:00,41.6075
600036,2022-01-18 00:00:00,41.9758
600036,2022-01-19 00:00:00,42.5668
600036,2022-01-20 00:00:00,43.9971
600036,2022-01-21 00:00:00,44.3825
600036,2022-01-24 00:00:00,44.4082
600036,2022-01-25 00:00:00,43.5945
600036,2022-01-26 00:00:00,43.6802
600036,2022-01-27 00:00:00,43.4832
600036,2022-01-28 00:00:00,42.1471
600036,2022-02-07 00:00:00,43.9800
600036,2022-02-08 00:00:00,44.2883
600036,2022-02-09 00:00:00,44.2112
600036,2022-02-10 00:00:00,44.2883
600036,2022-02-11 00:00:00,45.1876
600036,2022-02-14 00:00:00,43.8515
600036,2022-02-15 00:00:00,43.0121
600036,2022-02-16 00:00:00,43.7401
600036,2022-02-17 00:00:00,44.0742
600036,2022-02-18 00:00:00,44.5881
600036,2022-02-21 00:00:00,44.3311
600036,2022-02-22 00:00:00,43.8686
600036,2022-02-23 00:00:00,43.5346
600036,2022-02-24 00:00:00,42.8408
600036,2022-02-25 00:00:00,42.6610
600036,2022-02-28 00:00:00,42.6524
600036,2022-03-01 00:00:00,43.0293
600036,2022-03-02 00:00:00,42.3698
600036,2022-03-03 00:00:00,42.5925
600036,2022-03-04 00:00:00,41.7103
600036,2022-03-07 00:00:00,40.0487
600036,2022-03-08 00:00:00,38.9525
600036,2022-03-09 00:00:00,38.0189
600036,2022-03-10 00:00:00,38.2844
600036,2022-03-11 00:00:00,38.0703
600036,2022-03-14 00:00:00,36.1004
600036,2022-03-15 00:00:00,33.7879
