code,date,close
600030,2021-06-30 00:00:00,22.0758
600030,2021-07-01 00:00:00,21.8368
600030,2021-07-02 00:00:00,20.9340
600030,2021-07-05 00:00:00,20.8277
600030,2021-07-06 00:00:00,20.9605
600030,2021-07-07 00:00:00,20.9251
600030,2021-07-08 00:00:00,20.8897
600030,2021-07-09 00:00:00,20.8100
600030,2021-07-12 00:00:00,21.1464
600030,2021-07-13 00:00:00,20.9959
600030,2021-07-14 00:00:00,20.6419
600030,2021-07-15 00:00:00,20.9517
600030,2021-07-16 00:00:00,21.0933
600030,2021-07-19 00:00:00,21.0667
600030,2021-07-20 00:00:00,20.8985
600030,2021-07-21 00:00:00,21.0844
600030,2021-07-22 00:00:00,21.3588
600030,2021-07-23 00:00:00,21.4562
600030,2021-07-26 00:00:00,20.8012
600030,2021-07-27 00:00:00,20.2789
600030,2021-07-28 00:00:00,20.2435
600030,2021-07-29 00:00:00,20.3763
600030,2021-07-30 00:00:00,19.9957
600030,2021-08-02 00:00:00,20.5976
600030,2021-08-03 00:00:00,20.6507
600030,2021-08-04 00:00:00,20.5887
600030,2021-08-05 00:00:00,20.2435
600030,2021-08-06 00:00:00,20.4294
600030,2021-08-09 00:00:00,20.8189
600030,2021-08-10 00:00:00,21.0402
600030,2021-08-11 00:00:00,20.9782
600030,2021-08-12 00:00:00,21.0136
600030,2021-08-13 00:00:00,21.3323
600030,2021-08-16 00:00:00,21.2526
600030,2021-08-17 00:00:00,21.1641
600030,2021-08-18 00:00:00,22.3502
600030,2021-08-19 00:00:00,21.8103
600030,2021-08-20 00:00:00,21.8103
600030,2021-08-23 00:00:00,21.9812
600030,2021-08-24 00:00:00,22.6200
600030,2021-08-25 00:00:00,22.4221
600030,2021-08-26 00:00:00,22.1162
600030,2021-08-27 00:00:00,22.2511
600030,2021-08-30 00:00:00,21.9002
600030,2021-08-31 00:00:00,23.1059
600030,2021-09-01 00:00:00,24.1946
600030,2021-09-02 00:00:00,24.3746
600030,2021-09-03 00:00:00,23.9247
600030,2021-09-06 00:00:00,24.1317
600030,2021-09-07 00:00:00,24.4286
600030,2021-09-08 00:00:00,24.2036
600030,2021-09-09 00:00:00,24.0507
600030,2021-09-10 00:00:00,24.5365
600030,2021-09-13 00:00:00,24.4646
600030,2021-09-14 00:00:00,23.8257
600030,2021-09-15 00:00:00,23.6098
600030,2021-09-16 00:00:00,22.9260
600030,2021-09-17 00:00:00,23.3489
600030,2021-09-22 00:00:00,23.1149
600030,2021-09-23 00:00:00,23.5738
600030,2021-09-24 00:00:00,23.4298
600030,2021-09-27 00:00:00,23.0789
600030,2021-09-28 00:00:00,23.2679
600030,2021-09-29 00:00:00,23.0429
600030,2021-09-30 00:00:00,22.7460
600030,2021-10-08 00:00:00,23.1689
600030,2021-10-11 00:00:00,23.0879
600030,2021-10-12 00:00:00,22.3681
600030,2021-10-13 00:00:00,22.2332
600030,2021-10-14 00:00:00,22.2781
600030,2021-10-15 00:00:00,22.4581
600030,2021-10-18 00:00:00,22.4761
600030,2021-10-19 00:00:00,22.5391
600030,2021-10-20 00:00:00,22.4941
600030,2021-10-21 00:00:00,22.6380
600030,2021-10-22 00:00:00,22.9080
600030,2021-10-25 00:00:00,23.0789
600030,2021-10-26 00:00:00,22.7280
600030,2021-10-27 00:00:00,22.1972
600030,2021-10-28 00:00:00,22.2691
600030,2021-10-29 00:00:00,23.2859
600030,2021-11-01 00:00:00,23.3759
600030,2021-11-02 00:00:00,22.9710
600030,2021-11-03 00:00:00,22.8450
600030,2021-11-04 00:00:00,22.8900
600030,2021-11-05 00:00:00,22.8180
600030,2021-11-08 00:00:00,22.9080
600030,2021-11-09 00:00:00,23.0159
600030,2021-11-10 00:00:00,22.5031
600030,2021-11-11 00:00:00,23.1689
600030,2021-11-12 00:00:00,22.8000
600030,2021-11-15 00:00:00,22.6920
600030,2021-11-16 00:00:00,21.6033
600030,2021-11-17 00:00:00,21.6303
600030,2021-11-18 00:00:00,21.6663
600030,2021-11-19 00:00:00,21.8642
600030,2021-11-22 00:00:00,21.8553
600030,2021-11-23 00:00:00,21.7833
600030,2021-11-24 00:00:00,21.7653
600030,2021-11-25 00:00:00,21.6753
600030,2021-11-26 00:00:00,21.5223
600030,2021-11-29 00:00:00,21.4144
600030,2021-11-30 00:00:00,21.3874
600030,2021-12-01 00:00:00,21.8013
600030,2021-12-02 00:00:00,21.9542
600030,2021-12-03 00:00:00,22.2961
600030,2021-12-06 00:00:00,23.3129
600030,2021-12-07 00:00:00,23.5288
600030,2021-12-08 00:00:00,23.8347
600030,2021-12-09 00:00:00,24.1856
600030,2021-12-10 00:00:00,23.7897
600030,2021-12-13 00:00:00,23.9967
600030,2021-12-14 00:00:00,23.6818
600030,2021-12-15 00:00:00,23.7538
600030,2021-12-16 00:00:00,23.9787
600030,2021-12-17 00:00:00,23.6548
600030,2021-12-20 00:00:00,23.2859
600030,2021-12-21 00:00:00,23.4928
600030,2021-12-22 00:00:00,23.2859
600030,2021-12-23 00:00:00,23.3309
600030,2021-12-24 00:00:00,23.1149
600030,2021-12-27 00:00:00,23.3938
600030,2021-12-28 00:00:00,23.4388
600030,2021-12-29 00:00:00,23.2859
600030,2021-12-30 00:00:00,23.7268
600030,2021-12-31 00:00:00,23.7627
600030,2022-01-04 00:00:00,23.7897
600030,2022-01-05 00:00:00,23.3399
600030,2022-01-06 00:00:00,22.8720
600030,2022-01-07 00:00:00,23.1419
600030,2022-01-10 00:00:00,23.2409
600030,2022-01-11 00:00:00,23.3579
600030,2022-01-12 00:00:00,23.5468
600030,2022-01-13 00:00:00,23.7178
600030,2022-01-14 00:00:00,22.5211
600030,2022-01-17 00:00:00,23.0969
600030,2022-01-18 00:00:00,23.1239
600030,2022-01-27 00:00:00,23.0131
600030,2022-01-28 00:00:00,23.4419
600030,2022-02-07 00:00:00,24.0899
600030,2022-02-08 00:00:00,24.1756
600030,2022-02-09 00:00:00,24.1184
600030,2022-02-10 00:00:00,24.1375
600030,2022-02-11 00:00:00,24.4806
600030,2022-02-14 00:00:00,23.6325
600030,2022-02-15 00:00:00,23.5276
600030,2022-02-16 00:00:00,23.3847
600030,2022-02-17 00:00:00,23.1655
600030,2022-02-18 00:00:00,23.4800
600030,2022-02-21 00:00:00,23.3656
600030,2022-02-22 00:00:00,22.8987
600030,2022-02-23 00:00:00,23.1084
600030,2022-02-24 00:00:00,22.3555
600030,2022-02-25 00:00:00,22.2221
600030,2022-02-28 00:00:00,22.2317
600030,2022-03-01 00:00:00,22.2698
600030,2022-03-02 00:00:00,21.9744
600030,2022-03-03 00:00:00,22.1078
600030,2022-03-04 00:00:00,21.6599
600030,2022-03-07 00:00:00,20.7165
600030,2022-03-08 00:00:00,20.1066
600030,2022-03-09 00:00:00,19.7827
600030,2022-03-10 00:00:00,19.6874
600030,2022-03-11 00:00:00,19.9161
600030,2022-03-14 00:00:00,19.5540
600030,2022-03-15 00:00:00,18.6868
600030,2022-03-16 00:00:00,19.8494
600030,2022-03-17 00:00:00,19.7445
600030,2022-03-18 00:00:00,20.4402
600030,2022-03-21 00:00:00,19.8303
600030,2022-03-22 00:00:00,19.8684
600030,2022-03-23 00:00:00,19.8589
600030,2022-03-24 00:00:00,19.7064
