date,600030,600036
2021-08-31,0.9956877249067143,0.004312275093285689
2021-10-29,0.7911002654284484,0.20889973457155164
2021-12-31,0.7224949966915576,0.2775050033084424
2022-02-28,0.5275405816325787,0.47245941836742134
2022-04-29,0.6738901675911289,0.32610983240887115
2022-06-30,0.7342273196623658,0.26577268033763424
2022-08-31,0.7939409569030149,0.20605904309698508
2022-10-31,0.7570688479527948,0.24293115204720517
2022-12-30,1.0,0.0
2023-02-28,0.9706468887990314,0.029353111200968618
2023-04-28,0.8895034799989829,0.11049652000101706
2023-06-30,0.5079607806514851,0.4920392193485149
2023-08-31,0.23137728671217905,0.768622713287821
2023-10-31,0.11404270621634824,0.8859572937836517
2023-12-29,0.18061290194044916,0.8193870980595508
2024-02-29,0.40397008900291453,0.5960299109970855
2024-04-30,0.3718895579898617,0.6281104420101383
2024-06-28,0.41222599440009167,0.5877740055999083
